,Name,TEAM,POS,Team,playerid,url,xpath,xpathIP_PA,Status
221,Kelvin Herrera,KC ,P,Team Boyles,6033,http://www.fangraphs.com/statss.aspx?playerid=6033&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__29""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__29""]/td[8]",Starter
222,Ken Giles,Hou,P,Team Boyles,12910,http://www.fangraphs.com/statss.aspx?playerid=12910&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[8]",Starter
225,Kenta Maeda,LAD,P,Team Boyles,18498,http://www.fangraphs.com/statss.aspx?playerid=18498&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__8""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__8""]/td[8]",Starter
230,Khris Davis,Oak,OF,Team Boyles,9112,http://www.fangraphs.com/statss.aspx?playerid=9112&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[4]",Starter
252,Mark Melancon,SF ,P,Team Boyles,4264,http://www.fangraphs.com/statss.aspx?playerid=4264&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__37""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__37""]/td[8]",Starter
260,Matt Kemp,Atl,OF,Team Boyles,5631,http://www.fangraphs.com/statss.aspx?playerid=5631&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__40""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__40""]/td[4]",Starter
270,Michael Fulmer,Det,P,Team Boyles,13218,http://www.fangraphs.com/statss.aspx?playerid=13218&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[8]",Starter
293,Odubel Herrera,Phi,OF,Team Boyles,11476,http://www.fangraphs.com/statss.aspx?playerid=11476&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__18""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__18""]/td[4]",Bench
298,Rich Hill,LAD,P,Team Boyles,4806,http://www.fangraphs.com/statss.aspx?playerid=4806&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__55""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__55""]/td[8]",Starter
302,Roberto Osuna,Tor,P,Team Boyles,13764,http://www.fangraphs.com/statss.aspx?playerid=13764&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[8]",Starter
320,Stephen Piscotty,StL,OF,Team Boyles,13367,http://www.fangraphs.com/statss.aspx?playerid=13367&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__16""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__16""]/td[4]",Starter
351,Willson Contreras,ChC,C,Team Boyles,11609,http://www.fangraphs.com/statss.aspx?playerid=11609&position=C,"//*[@id=""SeasonStats1_dgSeason11_ctl00__16""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__16""]/td[4]",Starter
363,Zack Greinke,Ari,P,Team Boyles,1943,http://www.fangraphs.com/statss.aspx?playerid=1943&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__43""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__43""]/td[8]",Starter
,Seung Hwan Oh,StL,P,Team Boyles,,http://www.fangraphs.com/statss.aspx?playerid=18719&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__7""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__7""]/td[8]",Starter
34,Brad Brach,Bal,P,Team Ellis,6627,http://www.fangraphs.com/statss.aspx?playerid=6627&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[8]",Bench
47,Bryce Harper,Wsh,OF,Team Ellis,11579,http://www.fangraphs.com/statss.aspx?playerid=11579&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[4]",Starter
78,Collin McHugh,Hou,P,Team Ellis,7531,http://www.fangraphs.com/statss.aspx?playerid=7531&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[8]",Starter
91,David Dahl,Col,OF,Team Ellis,13744,http://www.fangraphs.com/statss.aspx?playerid=13744&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__8""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__8""]/td[4]",Bench
100,Dexter Fowler,StL,OF,Team Ellis,4062,http://www.fangraphs.com/statss.aspx?playerid=4062&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__36""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__36""]/td[4]",Starter
109,Eduardo Nunez,SF ,SS,Team Ellis,6848,http://www.fangraphs.com/statss.aspx?playerid=6848&position=3B/SS,"//*[@id=""SeasonStats1_dgSeason11_ctl00__39""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__39""]/td[4]",Starter
110,Eduardo Rodriguez,Bos,P,Team Ellis,13164,http://www.fangraphs.com/statss.aspx?playerid=13164&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__19""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__19""]/td[8]",Starter
115,Ender Inciarte,Atl,OF,Team Ellis,4922,http://www.fangraphs.com/statss.aspx?playerid=4922&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[4]",Starter
116,Eric Hosmer,KC ,1b,Team Ellis,3516,http://www.fangraphs.com/statss.aspx?playerid=3516&position=1B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[4]",Starter
125,Francisco Cervelli,Pit,C,Team Ellis,5275,http://www.fangraphs.com/statss.aspx?playerid=5275&position=C,"//*[@id=""SeasonStats1_dgSeason11_ctl00__41""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__41""]/td[4]",Starter
134,Gerrit Cole,Pit,P,Team Ellis,13125,http://www.fangraphs.com/statss.aspx?playerid=13125&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[8]",Starter
147,Ian Kinsler,Det,2B,Team Ellis,6195,http://www.fangraphs.com/statss.aspx?playerid=6195&position=2B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__36""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__36""]/td[4]",Starter
167,Javier Baez,ChC,2B,Team Ellis,12979,http://www.fangraphs.com/statss.aspx?playerid=12979&position=2B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[4]",Starter
172,Jeff Samardzija,SF ,P,Team Ellis,3254,http://www.fangraphs.com/statss.aspx?playerid=3254&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__35""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__35""]/td[8]",Starter
190,Jon Lester,ChC,P,Team Ellis,4930,http://www.fangraphs.com/statss.aspx?playerid=4930&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__40""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__40""]/td[8]",Starter
210,Josh Bell,Pit,1B,Team Ellis,13145,http://www.fangraphs.com/statss.aspx?playerid=13145&position=1B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__14""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__14""]/td[4]",Starter
233,Kris Bryant,ChC,3B,Team Ellis,15429,http://www.fangraphs.com/statss.aspx?playerid=15429&position=3B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[4]",Starter
240,Lorenzo Cain,KC ,OF,Team Ellis,9077,http://www.fangraphs.com/statss.aspx?playerid=9077&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__36""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__36""]/td[4]",Starter
259,Matt Harvey,NYM,P,Team Ellis,11713,http://www.fangraphs.com/statss.aspx?playerid=11713&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[8]",Starter
277,Mike Foltynewicz,Atl,P,Team Ellis,10811,http://www.fangraphs.com/statss.aspx?playerid=10811&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__19""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__19""]/td[8]",Starter
278,Mike Leake,StL,P,Team Ellis,10130,http://www.fangraphs.com/statss.aspx?playerid=10130&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[8]",Starter
295,Raisel Iglesias,Cin,P,Team Ellis,17130,http://www.fangraphs.com/statss.aspx?playerid=17130&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__11""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__11""]/td[8]",Starter
305,Russell Martin,Tor,C,Team Ellis,4616,http://www.fangraphs.com/statss.aspx?playerid=4616&position=C,"//*[@id=""SeasonStats1_dgSeason11_ctl00__37""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__37""]/td[4]",Starter
311,Sam Dyson,Tex,P,Team Ellis,11710,http://www.fangraphs.com/statss.aspx?playerid=11710&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[8]",Starter
312,Santiago Casilla,Oak,P,Team Ellis,2873,http://www.fangraphs.com/statss.aspx?playerid=2873&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__45""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__45""]/td[8]",Bench
316,Shelby Miller,Ari,P,Team Ellis,10197,http://www.fangraphs.com/statss.aspx?playerid=10197&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[8]",Starter
319,Starling Marte,Pit,OF,Team Ellis,9241,http://www.fangraphs.com/statss.aspx?playerid=9241&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__29""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__29""]/td[4]",Starter
336,Trevor Rosenthal,StL,P,Team Ellis,10745,http://www.fangraphs.com/statss.aspx?playerid=10745&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[8]",Bench
358,Yasmany Tomas,Ari,OF,Team Ellis,17171,http://www.fangraphs.com/statss.aspx?playerid=17171&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__10""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__10""]/td[4]",Bench
362,Zach Davies,Mil,P,Team Ellis,13183,http://www.fangraphs.com/statss.aspx?playerid=13183&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__15""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__15""]/td[8]",Starter
7,Adam Ottavino,Col,P,Team Tierney,1247,http://www.fangraphs.com/statss.aspx?playerid=1247&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[8]",Starter
9,Addison Reed,NYM,P,Team Tierney,10586,http://www.fangraphs.com/statss.aspx?playerid=10586&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[8]",Starter
31,Billy Hamilton,Cin,OF,Team Tierney,10199,http://www.fangraphs.com/statss.aspx?playerid=10199&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__20""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__20""]/td[4]",Starter
33,Blake Treinen,Wsh,P,Team Tierney,12572,http://www.fangraphs.com/statss.aspx?playerid=12572&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__19""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__19""]/td[8]",Bench
41,Brandon Maurer,SD ,P,Team Tierney,4878,http://www.fangraphs.com/statss.aspx?playerid=4878&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[8]",Starter
68,Charlie Blackmon,Col,OF,Team Tierney,7859,http://www.fangraphs.com/statss.aspx?playerid=7859&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[4]",Starter
85,Daniel Hudson,Pit,P,Team Tierney,7146,http://www.fangraphs.com/statss.aspx?playerid=7146&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__31""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__31""]/td[8]",Bench
93,David Phelps,Mia,P,Team Tierney,6316,http://www.fangraphs.com/statss.aspx?playerid=6316&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[8]",Starter
98,Devin Mesoraco,Cin,C,Team Tierney,5666,http://www.fangraphs.com/statss.aspx?playerid=5666&position=C,"//*[@id=""SeasonStats1_dgSeason11_ctl00__30""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__30""]/td[4]",Starter
113,Edwin Encarnacion,Cle,1B/3B/DH,Team Tierney,2151,http://www.fangraphs.com/statss.aspx?playerid=2151&position=1B/3B/DH,"//*[@id=""SeasonStats1_dgSeason11_ctl00__40""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__40""]/td[4]",Starter
124,Fernando Rodney,Ari,P,Team Tierney,494,http://www.fangraphs.com/statss.aspx?playerid=494&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__42""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__42""]/td[8]",Starter
137,Grant Dayton,LAD,P,Team Tierney,11203,http://www.fangraphs.com/statss.aspx?playerid=11203&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[8]",Starter
150,J.D. Martinez,Det,OF,Team Tierney,6184,http://www.fangraphs.com/statss.aspx?playerid=6184&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__29""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__29""]/td[4]",Starter
164,Jason Hammel,KC ,P,Team Tierney,4538,http://www.fangraphs.com/statss.aspx?playerid=4538&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__39""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__39""]/td[8]",Starter
177,Jim Johnson,Atl,P,Team Tierney,3656,http://www.fangraphs.com/statss.aspx?playerid=3656&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__41""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__41""]/td[8]",Starter
187,John Lackey,ChC,P,Team Tierney,1507,http://www.fangraphs.com/statss.aspx?playerid=1507&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__48""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__48""]/td[8]",Starter
194,Jonathan Villar,Mil,SS,Team Tierney,10071,http://www.fangraphs.com/statss.aspx?playerid=10071&position=SS,"//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[4]",Starter
197,Jose Abreu,CWS,1B,Team Tierney,15676,http://www.fangraphs.com/statss.aspx?playerid=15676&position=1B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__11""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__11""]/td[4]",Starter
219,Justin Upton,Det,OF,Team Tierney,5222,http://www.fangraphs.com/statss.aspx?playerid=5222&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__33""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__33""]/td[4]",Bench
234,Kyle Barraclough,Mia,P,Team Tierney,13713,http://www.fangraphs.com/statss.aspx?playerid=13713&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[8]",Bench
235,Kyle Hendricks,ChC,P,Team Tierney,12049,http://www.fangraphs.com/statss.aspx?playerid=12049&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__20""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__20""]/td[8]",Starter
237,Kyle Seager,Sea,3B,Team Tierney,9785,http://www.fangraphs.com/statss.aspx?playerid=9785&position=3B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[4]",Starter
253,Mark Trumbo,Bal,OF,Team Tierney,6876,http://www.fangraphs.com/statss.aspx?playerid=6876&position=1B/OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__30""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__30""]/td[4]",Bench
258,Matt Carpenter,StL,3B,Team Tierney,8090,http://www.fangraphs.com/statss.aspx?playerid=8090&position=3B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__30""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__30""]/td[4]",Starter
289,Nelson Cruz,Sea,OF,Team Tierney,2434,http://www.fangraphs.com/statss.aspx?playerid=2434&position=DH/OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__42""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__42""]/td[4]",Starter
306,Ryan Braun,Mil,OF,Team Tierney,3410,http://www.fangraphs.com/statss.aspx?playerid=3410&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__30""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__30""]/td[4]",Starter
337,Trevor Story,Col,SS,Team Tierney,12564,http://www.fangraphs.com/statss.aspx?playerid=12564&position=SS,"//*[@id=""SeasonStats1_dgSeason11_ctl00__16""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__16""]/td[4]",Starter
340,Tyler Chatwood,Col,P,Team Tierney,4338,http://www.fangraphs.com/statss.aspx?playerid=4338&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[8]",Starter
344,Tyson Ross,Tex,P,Team Tierney,7872,http://www.fangraphs.com/statss.aspx?playerid=7872&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[8]",Starter
355,Yan Gomes,Cle,C,Team Tierney,9627,http://www.fangraphs.com/statss.aspx?playerid=9627&position=C,"//*[@id=""SeasonStats1_dgSeason11_ctl00__28""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__28""]/td[4]",Starter
8,Adam Wainwright,StL,P,Tebowie Baysox,2233,http://www.fangraphs.com/statss.aspx?playerid=2233&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__35""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__35""]/td[8]",Starter
20,Andrelton Simmons,LAA,SS,Tebowie Baysox,10847,http://www.fangraphs.com/statss.aspx?playerid=10847&position=SS,"//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[4]",Starter
21,Andrew Benintendi,Bos,OF,Tebowie Baysox,17901,http://www.fangraphs.com/statss.aspx?playerid=17901&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__12""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__12""]/td[4]",Starter
27,Aroldis Chapman,NYY,P,Tebowie Baysox,10233,http://www.fangraphs.com/statss.aspx?playerid=10233&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__29""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__29""]/td[8]",Starter
30,Ben Zobrist,ChC,2B/OF,Tebowie Baysox,7435,http://www.fangraphs.com/statss.aspx?playerid=7435&position=2B/OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__43""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__43""]/td[4]",Starter
32,Blake Snell,TB ,P,Tebowie Baysox,13543,http://www.fangraphs.com/statss.aspx?playerid=13543&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[8]",Bench
43,Brett Gardner,NYY,OF,Tebowie Baysox,9927,http://www.fangraphs.com/statss.aspx?playerid=9927&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__36""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__36""]/td[4]",Starter
97,Dellin Betances,NYY,P,Tebowie Baysox,6216,http://www.fangraphs.com/statss.aspx?playerid=6216&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__28""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__28""]/td[8]",Starter
104,Drew Pomeranz,Bos,P,Tebowie Baysox,11426,http://www.fangraphs.com/statss.aspx?playerid=11426&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__29""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__29""]/td[8]",Starter
129,Francisco Rodriguez,Det,P,Tebowie Baysox,1642,http://www.fangraphs.com/statss.aspx?playerid=1642&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__47""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__47""]/td[8]",Starter
131,Garrett Richards,LAA,P,Tebowie Baysox,9784,http://www.fangraphs.com/statss.aspx?playerid=9784&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[8]",Starter
132,Gary Sanchez,NYY,C,Tebowie Baysox,11442,http://www.fangraphs.com/statss.aspx?playerid=11442&position=C,"//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[4]",Starter
142,Hisashi Iwakuma,Sea,P,Tebowie Baysox,13048,http://www.fangraphs.com/statss.aspx?playerid=13048&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__18""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__18""]/td[8]",Starter
145,Ian Desmond,Col,OF,Tebowie Baysox,6885,http://www.fangraphs.com/statss.aspx?playerid=6885&position=SS,"//*[@id=""SeasonStats1_dgSeason11_ctl00__31""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__31""]/td[4]",Starter
152,Jackie Bradley Jr.,Bos,OF,Tebowie Baysox,12984,http://www.fangraphs.com/statss.aspx?playerid=12984&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[4]",Starter
166,Jason Kipnis,Cle,2B,Tebowie Baysox,9776,http://www.fangraphs.com/statss.aspx?playerid=9776&position=2B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[4]",Starter
185,Joe Ross,Wsh,P,Tebowie Baysox,12972,http://www.fangraphs.com/statss.aspx?playerid=12972&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[8]",Bench
195,Jordan Zimmermann,Det,P,Tebowie Baysox,4505,http://www.fangraphs.com/statss.aspx?playerid=4505&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__33""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__33""]/td[8]",Bench
215,Julio Urias,LAD,P,Tebowie Baysox,14765,http://www.fangraphs.com/statss.aspx?playerid=14765&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__16""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__16""]/td[8]",Starter
224,Kenley Jansen,LAD,P,Tebowie Baysox,3096,http://www.fangraphs.com/statss.aspx?playerid=3096&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__29""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__29""]/td[8]",Starter
246,Manny Machado,Bal,3B,Tebowie Baysox,11493,http://www.fangraphs.com/statss.aspx?playerid=11493&position=3B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[4]",Starter
261,Matt Moore,SF ,P,Tebowie Baysox,1890,http://www.fangraphs.com/statss.aspx?playerid=1890&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__31""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__31""]/td[8]",Starter
294,Paul Goldschmidt,Ari,1B,Tebowie Baysox,9218,http://www.fangraphs.com/statss.aspx?playerid=9218&position=1B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[4]",Starter
297,Randal Grichuk,StL,OF,Tebowie Baysox,10243,http://www.fangraphs.com/statss.aspx?playerid=10243&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[4]",Bench
332,Tony Watson,Pit,P,Tebowie Baysox,3132,http://www.fangraphs.com/statss.aspx?playerid=3132&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[8]",Starter
354,Yadier Molina,StL,C,Tebowie Baysox,7007,http://www.fangraphs.com/statss.aspx?playerid=7007&position=C,"//*[@id=""SeasonStats1_dgSeason11_ctl00__41""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__41""]/td[4]",Starter
,Greg Bird,,1B,Tebowie Baysox,,http://www.fangraphs.com/statss.aspx?playerid=14131&position=1B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[4]",Starter
,Nick Castellanos,,3B,Tebowie Baysox,,http://www.fangraphs.com/statss.aspx?playerid=11737&position=3B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__19""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__19""]/td[4]",Starter
,Yulieski Gurriel,,3B,Tebowie Baysox,,http://www.fangraphs.com/statss.aspx?playerid=19198&position=1B/3B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__11""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__11""]/td[4]",Bench
